"identifiant","pays","poids","csp","csp_père","csp_mère","education","education_pere","education_mere","genre","age","csp_avec_A","mobilite","age_cat"
114903,"GB",3.0483637,"OQ","OQ","PI",2,2,3,2,27,"C","OQ_PI_F","26-40"
114905,"GB",2.8408246,"OQ","C","PI",2,3,3,2,40,"OQ","OQ_PI_F","26-40"
114908,"GB",3.5818555,"C","OQ","OQ",2,2,2,1,33,"C","C_OQ_M","26-40"
114909,"GB",3.2743874,"PI","OQ","OQ",1,5,1,2,57,"PI","PI_OQ_F","41-65"
114914,"GB",1.5025227,"OQ","OQ","ONQ",2,5,1,1,46,"A","OQ_OQ_M","41-65"
114915,"GB",4.2612367,"PI","ONQ","ONQ",5,1,1,2,43,"PI","PI_ONQ_F","41-65"
114916,"GB",2.6375775,"C","OQ","66",5,1,1,1,60,"C","C_OQ_M","41-65"
114919,"GB",2.6375775,"OQ","C","66",1,1,1,1,78,"OQ","OQ_C_M",">65"
114920,"GB",2.6375775,"C","OQ","66",1,1,1,1,66,"C","C_OQ_M",">65"
114923,"GB",3.0050454,"C","C","C",5,5,5,1,35,"C","C_C_M","26-40"
115005,"GB",2.6375775,"OQ","OQ","66",2,2,2,1,55,"OQ","OQ_OQ_M","41-65"
115016,"GB",1.7909278,"C","OQ","66",5,3,2,1,33,"C","C_OQ_M","26-40"
115017,"GB",5.372783,"OQ","C","PI",3,2,3,1,22,"OQ","OQ_C_M","14-25"
115102,"GB",1.6371937,"OQ","PI","PI",3,1,1,2,55,"C","OQ_PI_F","41-65"
115109,"GB",5.275155,"PI","OQ","OQ",5,3,3,1,71,"PI","PI_OQ_M",">65"
115114,"DE",2.2119153,"PI","OQ","OQ",3,3,2,2,60,"PI","PI_OQ_F","41-65"
115117,"GB",1.4204123,"OQ","OQ","ONQ",1,1,1,2,35,"OQ","OQ_ONQ_F","26-40"
115126,"DE",1.9828445,"C","PI","66",5,5,3,1,52,"C","C_PI_M","41-65"
115203,"DE",2.5661452,"OQ","OQ","66",3,3,2,1,76,"OQ","OQ_OQ_M",">65"
115204,"GB",1.6371937,"ONQ","ONQ","ONQ",1,1,1,2,65,"ONQ","ONQ_ONQ_F","41-65"
115206,"GB",2.8408246,"C","C","PI",3,5,3,2,48,"C","C_PI_F","41-65"
115207,"GB",2.6375775,"OQ","ONQ","66",1,1,1,1,67,"OQ","OQ_ONQ_M",">65"
115209,"DE",2.040583,"PI","OQ","OQ",3,5,3,2,43,"PI","PI_OQ_F","41-65"
115211,"GB",3.0050454,"OQ","ONQ","ONQ",1,1,1,1,39,"OQ","OQ_ONQ_M","26-40"
115215,"DE",2.5796669,"OQ","OQ","C",3,3,3,1,42,"OQ","OQ_OQ_M","41-65"
115220,"GB",1.3187888,"OQ","ONQ","66",1,1,1,1,63,"OQ","OQ_ONQ_M","41-65"
115223,"GB",1.6371937,"OQ","ONQ","ONQ",1,1,1,2,76,"C","OQ_ONQ_F",">65"
115304,"DE",2.5796669,"OQ","OQ","OQ",3,3,2,1,48,"OQ","OQ_OQ_M","41-65"
115307,"GB",4.5075684,"C","OQ","66",5,2,1,1,35,"C","C_OQ_M","26-40"
115310,"DE",2.5661452,"OQ","OQ","88",3,3,2,1,65,"OQ","OQ_OQ_M","41-65"
115311,"GB",2.8408246,"OQ","OQ","PI",2,1,1,2,54,"C","OQ_PI_F","41-65"
115317,"GB",3.0050454,"OQ","OQ","PI",5,1,1,1,44,"OQ","OQ_OQ_M","41-65"
115318,"GB",3.0050454,"C","C","66",5,5,3,1,53,"C","C_C_M","41-65"
115319,"GB",1.3187888,"C","PI","66",5,1,1,1,79,"C","C_PI_M",">65"
115320,"GB",2.8408246,"OQ","C","C",5,5,5,2,42,"C","OQ_C_F","41-65"
115322,"DE",2.5796669,"OQ","OQ","OQ",3,3,2,1,40,"OQ","OQ_OQ_M","26-40"
115405,"GB",4.5075684,"OQ","OQ","66",1,1,1,1,43,"OQ","OQ_OQ_M","41-65"
115408,"GB",1.5241818,"OQ","OQ","ONQ",2,1,1,2,26,"C","OQ_ONQ_F","26-40"
115410,"GB",1.3187888,"OQ","OQ","66",1,1,1,1,60,"OQ","OQ_OQ_M","41-65"
115412,"GB",1.4204123,"ONQ","PI","PI",2,1,2,2,49,"ONQ","ONQ_PI_F","41-65"
115416,"GB",1.4204123,"C","OQ","PI",5,2,1,2,46,"C","C_PI_F","41-65"
115417,"DE",2.5796669,"OQ","C","66",4,3,3,1,42,"OQ","OQ_C_M","41-65"
115419,"GB",1.3187888,"OQ","OQ","66",1,1,5,1,64,"A","OQ_OQ_M","41-65"
115516,"GB",6.586677,"OQ","C","C",5,5,5,2,24,"OQ","OQ_C_F","14-25"
115518,"DE",2.2119153,"OQ","PI","OQ",3,3,3,2,81,"OQ","OQ_OQ_F",">65"
115524,"DE",5.5273194,"ONQ","66","OQ",1,1,2,2,77,"ONQ","ONQ_OQ_F",">65"
115602,"GB",3.2465389,"ONQ","OQ","OQ",2,3,1,1,50,"ONQ","ONQ_OQ_M","41-65"
115604,"GB",2.8495405,"ONQ","OQ","66",1,1,1,1,62,"ONQ","ONQ_OQ_M","41-65"
115606,"GB",3.069121,"OQ","OQ","ONQ",1,1,1,2,54,"OQ","OQ_ONQ_F","41-65"
115609,"GB",3.2933385,"OQ","PI","C",2,5,5,2,21,"C","OQ_C_F","14-25"
115611,"GB",3.869703,"C","OQ","OQ",3,5,3,1,28,"C","C_OQ_M","26-40"
115612,"GB",3.869703,"ONQ","C","66",3,3,2,1,27,"ONQ","ONQ_C_M","26-40"
115613,"DE",2.5661452,"OQ","OQ","66",3,3,2,1,80,"OQ","OQ_OQ_M",">65"
115614,"GB",3.869703,"C","C","C",5,5,5,1,30,"C","C_C_M","26-40"
115615,"GB",3.869703,"OQ","C","C",2,5,5,1,18,"OQ","OQ_C_M","14-25"
115616,"GB",3.537526,"OQ","ONQ","ONQ",3,3,1,2,59,"OQ","OQ_ONQ_F","41-65"
115617,"GB",3.2465389,"PI","OQ","PI",2,1,3,1,40,"PI","PI_OQ_M","26-40"
115618,"GB",3.069121,"C","C","C",5,5,5,2,43,"C","C_C_F","41-65"
115619,"GB",1.4247702,"C","OQ","66",5,1,1,1,74,"C","C_OQ_M",">65"
115621,"GB",3.2933385,"C","OQ","C",5,3,3,2,27,"C","C_C_F","26-40"
115622,"GB",3.069121,"C","PI","PI",3,2,2,2,42,"C","C_PI_F","41-65"
115624,"GB",3.069121,"OQ","OQ","PI",3,1,1,2,47,"C","OQ_PI_F","41-65"
115702,"GB",4.2743106,"OQ","PI","66",1,1,1,1,82,"C","OQ_PI_M",">65"
115704,"GB",3.869703,"C","OQ","66",5,5,5,1,28,"C","C_OQ_M","26-40"
115708,"GB",2.8495405,"OQ","OQ","66",3,1,1,1,65,"OQ","OQ_OQ_M","41-65"
115713,"GB",4.6036816,"C","C","C",5,5,5,2,46,"C","C_C_F","41-65"
115722,"GB",2.8495405,"C","C","PI",5,5,3,1,55,"C","C_C_M","41-65"
115723,"GB",1.9348515,"C","PI","ONQ",2,1,1,1,33,"C","C_PI_M","26-40"
115804,"GB",3.2465389,"PI","C","88",5,2,1,1,36,"PI","PI_C_M","26-40"
115807,"GB",3.2465389,"C","OQ","OQ",1,1,1,1,51,"C","C_OQ_M","41-65"
115811,"GB",3.069121,"PI","C","PI",3,1,2,2,36,"PI","PI_PI_F","26-40"
115819,"GB",3.2465389,"C","C","PI",2,2,2,1,38,"C","C_C_M","26-40"
115823,"GB",4.2743106,"C","OQ","66",1,1,1,1,55,"C","C_OQ_M","41-65"
115903,"GB",3.2465389,"C","PI","PI",2,5,5,1,48,"C","C_PI_M","41-65"
115908,"GB",3.869703,"OQ","C","C",2,5,5,1,17,"OQ","OQ_C_M","14-25"
115914,"GB",1.768763,"OQ","C","C",1,1,1,2,81,"OQ","OQ_C_F",">65"
115919,"GB",3.537526,"OQ","C","OQ",2,1,1,2,59,"C","OQ_OQ_F","41-65"
115921,"GB",3.069121,"C","88","OQ",5,1,1,2,40,"C","C_OQ_F","26-40"
116101,"GB",1.8990184,"C","PI","OQ",5,2,5,1,45,"C","C_PI_M","41-65"
116115,"GB",4.527059,"OQ","C","C",5,5,5,1,23,"C","OQ_C_M","14-25"
116116,"DE",2.5796669,"OQ","OQ","OQ",3,3,3,1,53,"OQ","OQ_OQ_M","41-65"
116118,"GB",2.2635295,"PI","OQ","PI",3,2,2,1,30,"PI","PI_OQ_M","26-40"
116201,"GB",1.9348515,"OQ","OQ","OQ",2,5,2,1,33,"OQ","OQ_OQ_M","26-40"
116205,"GB",2.8495405,"ONQ","ONQ","ONQ",2,1,1,1,58,"ONQ","ONQ_ONQ_M","41-65"
116211,"DE",2.040583,"OQ","OQ","OQ",3,3,3,2,41,"C","OQ_OQ_F","41-65"
116212,"GB",5.3062887,"PI","ONQ","PI",5,1,1,2,63,"PI","PI_PI_F","41-65"
116219,"GB",2.8495405,"OQ","ONQ","66",1,1,1,1,74,"OQ","OQ_ONQ_M",">65"
116222,"GB",3.2465389,"PI","C","C",5,5,5,1,36,"PI","PI_C_M","26-40"
116223,"DE",2.348354,"C","OQ","ONQ",5,3,3,1,31,"C","C_OQ_M","26-40"
116229,"DE",3.2094607,"PI","OQ","PI",3,5,3,1,22,"PI","PI_OQ_M","14-25"
116235,"DE",1.6941425,"C","PI","OQ",5,3,3,1,56,"C","C_PI_M","41-65"
116301,"GB",3.069121,"PI","OQ","ONQ",2,2,2,2,36,"PI","PI_ONQ_F","26-40"
116312,"DE",2.2776744,"C","C","C",5,5,5,2,34,"C","C_C_F","26-40"
116313,"GB",1.4247702,"OQ","OQ","66",1,1,1,1,76,"OQ","OQ_OQ_M",">65"
116317,"GB",4.8698087,"OQ","ONQ","66",5,1,1,1,52,"OQ","OQ_ONQ_M","41-65"
116318,"GB",2.8495405,"ONQ","ONQ","66",1,1,1,1,72,"ONQ","ONQ_ONQ_M",">65"
116330,"DE",1.9828445,"C","PI","OQ",5,3,3,1,35,"C","C_PI_M","26-40"
116403,"GB",3.869703,"PI","OQ","66",2,5,2,1,28,"PI","PI_OQ_M","26-40"
116404,"GB",3.069121,"PI","OQ","ONQ",2,1,1,2,50,"PI","PI_ONQ_F","41-65"
116412,"GB",5.804555,"OQ","PI","PI",3,5,2,1,17,"OQ","OQ_PI_M","14-25"
116413,"DE",8.15702,"OQ","OQ","66",2,3,2,1,71,"OQ","OQ_OQ_M",">65"
116416,"GB",4.8698087,"PI","ONQ","66",2,1,1,1,54,"PI","PI_ONQ_M","41-65"
116418,"GB",2.8495405,"OQ","OQ","66",2,1,1,1,65,"OQ","OQ_OQ_M","41-65"
116424,"GB",4.2743106,"OQ","PI","OQ",2,1,1,1,58,"OQ","OQ_PI_M","41-65"
116501,"GB",5.804555,"OQ","C","PI",3,2,2,1,21,"C","OQ_C_M","14-25"
116503,"GB",9.674258,"ONQ","ONQ","ONQ",2,2,2,1,33,"ONQ","ONQ_ONQ_M","26-40"
116504,"GB",2.8495405,"PI","PI","66",5,2,1,1,55,"PI","PI_PI_M","41-65"
116507,"GB",1.768763,"ONQ","OQ","ONQ",1,1,1,2,67,"ONQ","ONQ_ONQ_F",">65"
116511,"GB",2.8495405,"C","C","66",2,5,1,1,76,"C","C_C_M",">65"
116512,"GB",1.4247702,"OQ","C","66",2,5,1,1,63,"OQ","OQ_C_M","41-65"
116515,"GB",3.069121,"C","ONQ","PI",5,2,2,2,40,"C","C_PI_F","26-40"
116523,"GB",5.804555,"OQ","C","PI",2,3,2,1,16,"OQ","OQ_C_M","14-25"
116607,"GB",5.3857203,"OQ","ONQ","ONQ",3,1,1,2,36,"OQ","OQ_ONQ_F","26-40"
116608,"GB",1.8990184,"ONQ","C","C",2,5,2,1,40,"ONQ","ONQ_C_M","26-40"
116610,"GB",3.8527856,"OQ","OQ","ONQ",5,5,1,2,32,"C","OQ_ONQ_F","26-40"
116611,"GB",4.138454,"OQ","66","OQ",1,5,1,2,65,"OQ","OQ_OQ_F","41-65"
116623,"GB",3.8527856,"OQ","OQ","OQ",5,2,2,2,33,"C","OQ_OQ_F","26-40"
116627,"DE",2.040583,"OQ","OQ","C",3,3,3,2,48,"C","OQ_C_F","41-65"
116633,"DE",2.040583,"OQ","OQ","OQ",3,3,2,2,36,"OQ","OQ_OQ_F","26-40"
117001,"GB",3.4459558,"OQ","ONQ","66",1,1,1,1,62,"OQ","OQ_ONQ_M","41-65"
117002,"GB",1.3086824,"OQ","OQ","66",3,1,1,1,50,"OQ","OQ_OQ_M","41-65"
117003,"GB",4.594608,"PI","OQ","66",1,1,1,1,55,"PI","PI_OQ_M","41-65"
117020,"GB",4.6796403,"OQ","OQ","66",2,2,5,1,17,"OQ","OQ_OQ_M","14-25"
117028,"GB",6.239521,"OQ","ONQ","ONQ",2,1,1,1,21,"C","OQ_ONQ_M","14-25"
117029,"GB",1.148652,"ONQ","OQ","66",1,1,1,1,86,"ONQ","ONQ_OQ_M",">65"
117033,"GB",3.1197605,"PI","OQ","66",3,1,1,1,32,"PI","PI_OQ_M","26-40"
117035,"GB",1.148652,"OQ","ONQ","66",1,1,1,1,72,"OQ","OQ_ONQ_M",">65"
117037,"GB",1.3086824,"OQ","OQ","66",1,1,1,1,54,"OQ","OQ_OQ_M","41-65"
117044,"GB",1.237165,"OQ","OQ","ONQ",1,1,1,2,50,"C","OQ_ONQ_F","41-65"
117046,"GB",3.1197605,"OQ","OQ","66",5,1,1,1,32,"C","OQ_OQ_M","26-40"
117047,"GB",2.297304,"C","OQ","66",5,1,1,1,58,"C","C_OQ_M","41-65"
117049,"GB",2.617365,"OQ","OQ","PI",2,1,1,1,39,"C","OQ_OQ_M","26-40"
117058,"GB",1.5598803,"C","OQ","ONQ",5,1,5,1,29,"C","C_OQ_M","26-40"
117064,"GB",2.617365,"C","OQ","66",5,1,1,1,48,"C","C_OQ_M","41-65"
117071,"GB",5.23473,"ONQ","ONQ","66",1,1,1,1,44,"ONQ","ONQ_ONQ_M","41-65"
117078,"GB",2.617365,"C","C","66",5,5,3,1,53,"C","C_C_M","41-65"
117080,"GB",1.3086824,"OQ","ONQ","66",1,1,1,1,47,"OQ","OQ_ONQ_M","41-65"
117081,"GB",2.297304,"OQ","OQ","66",1,1,1,1,60,"A","OQ_OQ_M","41-65"
117086,"GB",1.3086824,"OQ","ONQ","66",1,1,1,1,52,"OQ","OQ_ONQ_M","41-65"
117096,"GB",1.3086824,"OQ","OQ","OQ",1,1,1,1,36,"OQ","OQ_OQ_M","26-40"
117097,"GB",1.3086824,"C","OQ","66",5,1,1,1,53,"C","C_OQ_M","41-65"
117114,"GB",2.617365,"C","ONQ","66",5,1,1,1,49,"C","C_ONQ_M","41-65"
117115,"GB",4.94866,"C","ONQ","ONQ",2,1,1,2,39,"C","C_ONQ_F","26-40"
117118,"DE",2.9064748,"OQ","PI","C",2,4,4,1,19,"OQ","OQ_PI_M","14-25"
117123,"GB",5.3101883,"OQ","OQ","OQ",2,2,2,2,21,"C","OQ_OQ_F","14-25"
117124,"DE",2.5661452,"OQ","PI","66",3,4,3,1,59,"OQ","OQ_PI_M","41-65"
117201,"DE",2.5796669,"OQ","OQ","66",3,3,2,1,40,"OQ","OQ_OQ_M","26-40"
117308,"DE",1.6941425,"C","C","66",5,5,2,1,80,"C","C_C_M",">65"
117326,"DE",2.5661452,"OQ","PI","66",3,2,3,1,56,"C","OQ_PI_M","41-65"
117415,"DE",1.9828445,"C","PI","66",5,2,3,1,51,"C","C_PI_M","41-65"
117522,"DE",1.6337285,"PI","OQ","OQ",5,3,2,2,43,"PI","PI_OQ_F","41-65"
118108,"DE",2.5796669,"OQ","C","66",4,5,3,1,37,"OQ","OQ_C_M","26-40"
118203,"DE",2.2119153,"OQ","OQ","OQ",3,3,3,2,58,"OQ","OQ_OQ_F","41-65"
118215,"DE",2.040583,"OQ","OQ","ONQ",3,3,3,2,40,"OQ","OQ_ONQ_F","26-40"
118316,"DE",8.15702,"OQ","ONQ","66",1,1,2,1,74,"OQ","OQ_ONQ_M",">65"
118328,"DE",3.2094607,"OQ","OQ","66",3,3,3,1,30,"OQ","OQ_OQ_M","26-40"
118417,"DE",1.6941425,"OQ","PI","66",5,3,2,1,57,"OQ","OQ_PI_M","41-65"
118423,"DE",6.268873,"OQ","OQ","66",2,3,3,1,35,"C","OQ_OQ_M","26-40"
118429,"DE",3.2094607,"OQ","PI","66",3,3,3,1,28,"OQ","OQ_PI_M","26-40"
118512,"DE",2.5796669,"OQ","OQ","66",3,3,2,1,39,"C","OQ_OQ_M","26-40"
118613,"DE",2.5796669,"OQ","OQ","66",3,5,2,1,37,"OQ","OQ_OQ_M","26-40"
119104,"DE",2.5796669,"OQ","OQ","66",3,3,2,1,43,"OQ","OQ_OQ_M","41-65"
119110,"DE",3.2094607,"C","OQ","66",3,3,2,1,29,"C","C_OQ_M","26-40"
119122,"DE",2.040583,"OQ","C","OQ",3,5,3,2,36,"OQ","OQ_OQ_F","26-40"
119128,"DE",2.040583,"OQ","OQ","OQ",3,3,2,2,41,"OQ","OQ_OQ_F","41-65"
119205,"DE",2.5796669,"PI","PI","OQ",4,3,2,1,42,"PI","PI_PI_M","41-65"
119211,"DE",1.9828445,"OQ","C","66",5,5,2,1,43,"OQ","OQ_C_M","41-65"
119217,"DE",2.5661452,"ONQ","OQ","66",3,3,2,1,63,"ONQ","ONQ_OQ_M","41-65"
119306,"DE",2.5796669,"PI","OQ","66",4,3,3,1,48,"PI","PI_OQ_M","41-65"
119324,"DE",2.5796669,"OQ","OQ","66",3,3,2,1,44,"OQ","OQ_OQ_M","41-65"
119401,"DE",2.5796669,"C","OQ","66",3,3,2,1,49,"C","C_OQ_M","41-65"
119425,"DE",1.9828445,"OQ","OQ","66",5,3,2,1,40,"A","OQ_OQ_M","26-40"
119514,"DE",2.5796669,"C","OQ","OQ",3,3,3,1,50,"C","C_OQ_M","41-65"
119520,"DE",2.5796669,"PI","C","66",3,2,2,1,53,"PI","PI_C_M","41-65"
119532,"DE",2.5661452,"OQ","OQ","66",3,3,2,1,68,"A","OQ_OQ_M",">65"
119609,"DE",2.5796669,"OQ","OQ","66",3,3,2,1,50,"OQ","OQ_OQ_M","41-65"
119615,"DE",2.040583,"C","C","PI",3,5,2,2,43,"C","C_PI_F","41-65"
119633,"DE",2.5796669,"C","OQ","66",3,3,2,1,43,"C","C_OQ_M","41-65"
120112,"DE",3.2094607,"PI","PI","88",3,5,3,1,28,"PI","PI_PI_M","26-40"
120219,"DE",2.2119153,"C","OQ","ONQ",3,3,2,2,56,"C","C_ONQ_F","41-65"
120308,"DE",2.040583,"PI","ONQ","ONQ",3,2,2,2,48,"PI","PI_ONQ_F","41-65"
120314,"DE",8.15702,"OQ","OQ","66",2,3,2,1,74,"C","OQ_OQ_M",">65"
120522,"DE",2.040583,"OQ","OQ","ONQ",3,3,3,2,46,"C","OQ_ONQ_F","41-65"
121125,"DE",1.452582,"OQ","OQ","ONQ",3,3,3,2,48,"C","OQ_ONQ_F","41-65"
121131,"DE",1.162964,"C","88","OQ",5,3,3,2,41,"C","C_OQ_F","41-65"
121226,"DE",1.411481,"C","OQ","66",5,5,1,1,49,"C","C_OQ_M","41-65"
121315,"DE",1.452582,"OQ","OQ","PI",3,3,3,2,52,"OQ","OQ_PI_F","41-65"
121327,"DE",1.162964,"C","PI","PI",5,3,3,2,49,"C","C_PI_F","41-65"
121410,"DE",1.162964,"PI","OQ","OQ",5,3,3,2,37,"PI","PI_OQ_F","26-40"
121434,"DE",1.8267015,"OQ","OQ","66",3,5,3,1,74,"OQ","OQ_OQ_M",">65"
121505,"DE",1.411481,"PI","C","66",5,5,3,1,53,"PI","PI_C_M","41-65"
121517,"DE",1.2059695,"C","PI","66",5,5,3,1,81,"C","C_PI_M",">65"
121529,"DE",1.8267015,"OQ","OQ","OQ",3,3,3,1,60,"OQ","OQ_OQ_M","41-65"
121618,"DE",1.8267015,"PI","OQ","66",3,3,2,1,83,"PI","PI_OQ_M",">65"
121624,"DE",1.5745444,"OQ","PI","PI",3,3,3,2,58,"OQ","OQ_PI_F","41-65"
122103,"DE",3.9346035,"ONQ","ONQ","OQ",2,2,2,2,72,"ONQ","ONQ_OQ_F",">65"
122234,"DE",3.9346035,"ONQ","OQ","OQ",2,3,3,2,70,"ONQ","ONQ_OQ_F",">65"
122305,"DE",2.068964,"OQ","OQ","ONQ",2,3,1,1,21,"OQ","OQ_OQ_M","14-25"
122406,"DE",1.5745444,"ONQ","OQ","OQ",3,3,3,2,83,"ONQ","ONQ_OQ_F",">65"
122507,"DE",1.411481,"C","OQ","66",5,3,3,1,40,"C","C_OQ_M","26-40"
122525,"DE",1.836327,"OQ","C","OQ",3,3,3,1,37,"OQ","OQ_C_M","26-40"
123117,"DE",2.1021485,"OQ","C","66",5,5,5,1,46,"OQ","OQ_C_M","41-65"
123616,"DE",3.081352,"ONQ","OQ","66",1,5,5,1,18,"ONQ","ONQ_OQ_M","14-25"
124113,"DE",3.4025679,"OQ","OQ","ONQ",3,3,3,1,23,"C","OQ_OQ_M","14-25"
124119,"DE",6.646059,"OQ","OQ","66",2,3,2,1,54,"OQ","OQ_OQ_M","41-65"
124131,"DE",3.081352,"ONQ","ONQ","66",2,1,1,1,28,"ONQ","ONQ_ONQ_M","26-40"
124214,"DE",2.163361,"OQ","ONQ","OQ",3,2,3,2,38,"OQ","OQ_OQ_F","26-40"
124226,"DE",1.7960757,"PI","OQ","66",5,5,3,1,56,"PI","PI_OQ_M","41-65"
124618,"DE",2.7348804,"OQ","ONQ","OQ",3,3,3,1,50,"C","OQ_ONQ_M","41-65"
124630,"DE",2.163361,"OQ","OQ","OQ",3,3,3,2,47,"C","OQ_OQ_F","41-65"
125109,"DE",2.7348804,"OQ","OQ","OQ",3,3,3,1,45,"OQ","OQ_OQ_M","41-65"
125204,"DE",2.7348804,"PI","OQ","66",4,5,2,1,53,"PI","PI_OQ_M","41-65"
125210,"DE",2.720545,"ONQ","OQ","OQ",3,3,2,1,70,"ONQ","ONQ_OQ_M",">65"
125216,"DE",2.720545,"C","C","66",4,5,2,1,55,"C","C_C_M","41-65"
125335,"DE",2.4147177,"PI","ONQ","ONQ",5,4,4,2,29,"PI","PI_ONQ_F","26-40"
125436,"DE",2.720545,"C","C","66",3,3,1,1,57,"C","C_C_M","41-65"
125513,"DE",2.163361,"OQ","OQ","ONQ",3,3,3,2,43,"C","OQ_ONQ_F","41-65"
125531,"DE",2.4147177,"C","C","PI",5,5,3,2,28,"C","C_PI_F","26-40"
125602,"DE",3.4025679,"PI","C","PI",4,5,3,1,34,"PI","PI_C_M","26-40"
125608,"DE",2.7348804,"PI","OQ","OQ",4,3,3,1,49,"PI","PI_OQ_M","41-65"
125614,"DE",2.8723552,"OQ","OQ","OQ",3,4,3,2,31,"OQ","OQ_OQ_F","26-40"
125626,"DE",2.7348804,"PI","C","PI",3,5,3,1,49,"PI","PI_C_M","41-65"
126123,"DE",2.1021485,"PI","OQ","66",5,3,2,1,53,"PI","PI_OQ_M","41-65"
126135,"DE",2.720545,"OQ","C","OQ",3,3,3,1,62,"OQ","OQ_C_M","41-65"
126307,"DE",1.8742939,"C","C","C",5,5,3,2,60,"C","C_C_F","41-65"
126628,"DE",3.739108,"OQ","OQ","OQ",2,3,3,2,34,"C","OQ_OQ_F","26-40"
126634,"DE",2.720545,"OQ","C","66",3,3,3,1,64,"OQ","OQ_C_M","41-65"
127101,"DE",2.8723552,"OQ","C","PI",3,5,3,2,20,"C","OQ_PI_F","14-25"
127113,"DE",2.163361,"C","OQ","PI",4,5,3,2,44,"C","C_PI_F","41-65"
127125,"DE",1.8742939,"OQ","OQ","OQ",5,5,3,2,77,"A","OQ_OQ_F",">65"
127202,"DE",2.4896502,"ONQ","C","PI",5,3,3,1,21,"ONQ","ONQ_C_M","14-25"
127220,"DE",3.4025679,"ONQ","OQ","PI",3,5,3,1,22,"ONQ","ONQ_OQ_M","14-25"
127232,"DE",3.081352,"OQ","OQ","PI",2,3,3,1,21,"OQ","OQ_OQ_M","14-25"
127303,"DE",2.1021485,"OQ","OQ","OQ",5,3,3,1,41,"OQ","OQ_OQ_M","41-65"
127309,"DE",3.4025679,"PI","C","OQ",4,5,3,1,28,"PI","PI_C_M","26-40"
127315,"DE",2.3450022,"OQ","C","PI",3,3,4,2,70,"OQ","OQ_PI_F",">65"
127321,"DE",2.7348804,"OQ","OQ","PI",4,3,4,1,37,"OQ","OQ_OQ_M","26-40"
127327,"DE",2.163361,"OQ","PI","PI",4,3,3,2,39,"OQ","OQ_PI_F","26-40"
127404,"DE",3.4025679,"OQ","OQ","OQ",4,3,3,1,31,"C","OQ_OQ_M","26-40"
127517,"DE",2.3450022,"ONQ","OQ","C",3,3,2,2,71,"ONQ","ONQ_C_F",">65"
127612,"DE",6.646059,"OQ","OQ","66",2,3,3,1,47,"OQ","OQ_OQ_M","41-65"
127630,"DE",2.4896502,"C","PI","OQ",5,3,3,1,32,"C","C_PI_M","26-40"
128109,"DE",2.163361,"OQ","OQ","C",3,3,2,2,52,"C","OQ_C_F","41-65"
128115,"DE",2.720545,"PI","PI","66",3,3,2,1,67,"PI","PI_PI_M",">65"
128133,"DE",2.7348804,"OQ","OQ","66",3,3,3,1,38,"OQ","OQ_OQ_M","26-40"
128234,"DE",2.1021485,"PI","C","C",5,5,4,1,49,"PI","PI_C_M","41-65"
128317,"DE",2.8723552,"OQ","OQ","OQ",3,3,3,2,30,"OQ","OQ_OQ_F","26-40"
128406,"DE",2.7348804,"PI","PI","OQ",4,3,3,1,42,"PI","PI_PI_M","41-65"
128412,"DE",2.1021485,"OQ","OQ","OQ",5,3,3,1,41,"OQ","OQ_OQ_M","41-65"
128418,"DE",2.8723552,"OQ","66","ONQ",3,3,2,2,21,"OQ","OQ_ONQ_F","14-25"
128519,"DE",2.8723552,"PI","PI","PI",3,3,3,2,21,"PI","PI_PI_F","14-25"
128608,"DE",2.3450022,"PI","OQ","PI",3,3,3,2,58,"PI","PI_PI_F","41-65"
129117,"DE",1.7320268,"PI","C","C",5,5,5,2,51,"PI","PI_C_F","41-65"
129212,"DE",1.7960757,"OQ","OQ","ONQ",5,3,2,1,61,"C","OQ_OQ_M","41-65"
129224,"DE",2.720545,"OQ","OQ","66",3,3,3,1,67,"OQ","OQ_OQ_M",">65"
129313,"DE",2.1021485,"ONQ","OQ","66",5,5,5,1,38,"ONQ","ONQ_OQ_M","26-40"
129420,"DE",2.4896502,"C","C","66",5,5,5,1,28,"C","C_C_M","26-40"
129426,"DE",1.7320268,"C","OQ","ONQ",5,5,3,2,40,"C","C_ONQ_F","26-40"
129432,"DE",1.7960757,"PI","C","66",5,5,2,1,69,"PI","PI_C_M",">65"
129527,"DE",2.1021485,"C","PI","66",5,5,3,1,40,"C","C_PI_M","26-40"
129533,"DE",2.4147177,"C","OQ","PI",5,5,5,2,25,"C","C_PI_F","14-25"
129604,"DE",2.8723552,"PI","PI","OQ",4,5,3,2,22,"PI","PI_OQ_F","14-25"
130125,"DE",2.3450022,"OQ","88","OQ",3,3,3,2,76,"OQ","OQ_OQ_F",">65"
130202,"DE",2.163361,"OQ","OQ","OQ",3,3,3,2,44,"OQ","OQ_OQ_F","41-65"
130226,"DE",1.7960757,"PI","C","66",5,5,3,1,63,"PI","PI_C_M","41-65"
130303,"DE",2.1021485,"C","PI","66",5,3,3,1,39,"C","C_PI_M","26-40"
130523,"DE",1.7960757,"C","C","66",5,5,5,1,59,"C","C_C_M","41-65"
130529,"DE",1.7960757,"C","C","66",5,5,3,1,68,"C","C_C_M",">65"
130606,"DE",2.163361,"OQ","OQ","C",4,3,3,2,45,"C","OQ_C_F","41-65"
130624,"DE",2.7348804,"OQ","OQ","66",4,3,3,1,48,"OQ","OQ_OQ_M","41-65"
