"identifiant","pays","poids","csp","csp_père","csp_mère","education","education_pere","education_mere","genre","age","csp_avec_A","mobilite","mobilite_educ","age_cat"
19382,"DK",0.46910244,"3","2","2",3,2,2,2,46,"OQ","OQ_OQ_M","3_2_M","41-65"
19447,"DK",0.46910244,"3","3","2",3,3,2,2,44,"PI","PI_OQ_M","3_3_M","41-65"
19471,"DK",0.46910244,"3","2","2",3,2,2,2,40,"OQ","OQ_OQ_M","3_2_M","26-40"
19510,"DK",0.34115186,"5","5","5",5,5,5,2,37,"C","C_C_M","5_5_M","26-40"
19552,"DK",0.44582364,"2","5","5",2,5,5,1,20,"C","C_PI_F","2_5_F","14-25"
19560,"DK",0.33041528,"5","5","5",5,5,5,1,33,"OQ","OQ_OQ_F","5_5_F","26-40"
19609,"DK",0.22730877,"5","5","5",5,5,5,2,61,"PI","PI_C_M","5_5_M","41-65"
19625,"DK",0.15948132,"5","5","5",5,5,5,1,23,"C","C_PI_F","5_5_F","14-25"
19633,"DK",0.1722113,"5","3","5",5,3,5,2,27,"OQ","OQ_OQ_M","5_3_M","26-40"
19641,"DK",0.15948132,"5","5","3",5,5,3,1,28,"ONQ","ONQ_OQ_F","5_3_F","26-40"
19667,"DK",0.1722113,"5","3","3",5,3,3,2,28,"PI","PI_PI_M","5_3_M","26-40"
19683,"DK",0.24064107,"3","3","3",3,3,3,1,40,"OQ","OQ_PI_F","3_3_F","26-40"
19730,"DK",0.16466354,"5","5","3",5,5,3,2,37,"PI","PI_C_M","5_5_M","26-40"
19764,"DK",0.30997086,"2","3","2",2,3,2,2,74,"ONQ","ONQ_OQ_M","2_3_M",">65"
19772,"DK",0.28954256,"2","1","1",2,1,1,1,82,"C","C_ONQ_F","2_1_F",">65"
19780,"DK",0.22627954,"3","5","3",3,5,3,2,63,"C","C_PI_M","3_5_M","41-65"
19798,"DK",0.15620632,"5","2","2",5,2,2,1,56,"C","C_OQ_F","5_2_F","41-65"
19837,"DK",0.22627954,"3","2","2",3,2,2,2,71,"OQ","OQ_OQ_M","3_2_M",">65"
19845,"DK",0.24064107,"3","3","2",3,3,2,1,36,"ONQ","ONQ_OQ_F","3_2_F","26-40"
19853,"DK",0.24064107,"3","2","1",3,2,1,1,45,"OQ","OQ_OQ_F","3_1_F","41-65"
19887,"DK",0.29696026,"3","5","5",3,5,5,1,23,"OQ","OQ_C_F","3_5_F","14-25"
19900,"DK",0.22730877,"5","5","5",5,5,5,2,60,"C","C_C_M","5_5_M","41-65"
19918,"DK",0.21822676,"2","5","5",2,5,5,2,19,"OQ","OQ_C_M","2_5_M","14-25"
19926,"DK",0.16466354,"5","3","2",5,3,2,2,43,"C","C_PI_M","5_3_M","41-65"
19934,"DK",0.1722113,"5","5","3",5,5,3,2,33,"PI","PI_C_M","5_5_M","26-40"
19942,"DK",0.16466354,"5","3","2",5,3,2,2,39,"C","C_PI_M","5_3_M","26-40"
19950,"DK",0.29696026,"3","2","3",3,2,3,1,23,"OQ","OQ_PI_F","3_3_F","14-25"
20006,"DK",0.22642136,"3","2","3",3,2,3,2,44,"C","C_PI_M","3_2_M","41-65"
20048,"DK",0.24064107,"3","2","2",3,2,2,1,48,"PI","PI_ONQ_F","3_2_F","41-65"
20056,"DK",0.285869,"3","3","3",3,3,3,2,31,"PI","PI_OQ_M","3_3_M","26-40"
20072,"DK",0.22642136,"3","5","5",3,5,5,2,44,"ONQ","ONQ_C_M","3_5_M","41-65"
20098,"DK",0.24064107,"3","3","3",3,3,3,1,50,"OQ","OQ_OQ_F","3_3_F","41-65"
20137,"DK",0.29696026,"3","1","3",3,1,3,1,22,"ONQ","ONQ_OQ_F","3_3_F","14-25"
20179,"DK",0.27710983,"2","5","1",2,5,1,2,44,"OQ","OQ_PI_M","2_5_M","41-65"
20226,"DK",0.29696026,"3","3","5",3,3,5,1,31,"OQ","OQ_PI_F","3_5_F","26-40"
20284,"DK",0.22627954,"3","2","2",3,2,2,2,55,"C","C_ONQ_M","3_2_M","41-65"
20292,"DK",0.22642136,"3","2","2",3,2,2,2,53,"PI","PI_C_M","3_2_M","41-65"
20323,"DK",0.1809273,"5","3","2",5,3,2,1,52,"OQ","OQ_OQ_F","5_2_F","41-65"
20331,"DK",0.16466354,"5","5","2",5,5,2,2,47,"C","C_OQ_M","5_5_M","41-65"
20365,"DK",0.30997086,"2","2","3",2,2,3,2,62,"OQ","OQ_C_M","2_2_M","41-65"
20373,"DK",0.28954256,"2","3","2",2,3,2,1,75,"ONQ","ONQ_C_F","2_2_F",">65"
20399,"DK",0.22642136,"3","3","1",3,3,1,2,43,"PI","PI_OQ_M","3_3_M","41-65"
20404,"DK",0.285869,"3","3","3",3,3,3,2,25,"OQ","OQ_PI_M","3_3_M","14-25"
20446,"DK",0.30997086,"2","1","2",2,1,2,2,55,"OQ","OQ_ONQ_M","2_1_M","41-65"
20470,"DK",0.16466354,"5","3","3",5,3,3,2,37,"PI","PI_C_M","5_3_M","26-40"
20496,"DK",0.22642136,"3","3","2",3,3,2,2,52,"C","C_OQ_M","3_3_M","41-65"
20519,"DK",0.15948132,"5","5","3",5,5,3,1,30,"C","C_ONQ_F","5_3_F","26-40"
20527,"DK",0.22627954,"3","3","3",3,3,3,2,68,"C","C_PI_M","3_3_M",">65"
20551,"DK",0.18300885,"3","1","1",3,1,1,1,62,"C","C_PI_F","3_1_F","41-65"
20608,"DK",0.285869,"3","5","3",3,5,3,2,20,"PI","PI_PI_M","3_5_M","14-25"
20690,"DK",0.24064107,"3","2","2",3,2,2,1,54,"C","C_C_F","3_2_F","41-65"
20705,"DK",0.30997086,"2","3","2",2,3,2,2,68,"OQ","OQ_OQ_M","2_3_M",">65"
20755,"DK",0.24064107,"3","3","2",3,3,2,1,51,"ONQ","ONQ_OQ_F","3_2_F","41-65"
20771,"DK",0.22730877,"5","2","2",5,2,2,2,68,"C","C_C_M","5_2_M",">65"
20802,"DK",0.30997086,"2","2","2",2,2,2,2,62,"OQ","OQ_C_M","2_2_M","41-65"
20810,"DK",0.24064107,"3","3","3",3,3,3,1,35,"ONQ","ONQ_OQ_F","3_3_F","26-40"
20836,"DK",0.18300885,"3","2","2",3,2,2,1,59,"OQ","OQ_C_F","3_2_F","41-65"
20844,"DK",0.30997086,"2","2","2",2,2,2,2,69,"ONQ","ONQ_C_M","2_2_M",">65"
20860,"DK",0.1809273,"5","5","3",5,5,3,1,39,"C","C_C_F","5_3_F","26-40"
20878,"DK",0.22627954,"3","2","2",3,2,2,2,55,"OQ","OQ_C_M","3_2_M","41-65"
20894,"DK",0.30997086,"2","2","2",2,2,2,2,55,"ONQ","ONQ_ONQ_M","2_2_M","41-65"
20909,"DK",0.24064107,"3","3","5",3,3,5,1,39,"OQ","OQ_C_F","3_5_F","26-40"
20917,"DK",0.27710983,"2","2","2",2,2,2,2,51,"ONQ","ONQ_PI_M","2_2_M","41-65"
20925,"DK",0.16466354,"5","2","2",5,2,2,2,42,"C","C_OQ_M","5_2_M","41-65"
20975,"DK",0.22730877,"5","3","5",5,3,5,2,72,"PI","PI_OQ_M","5_3_M",">65"
20991,"DK",0.24064107,"3","5","2",3,5,2,1,38,"OQ","OQ_ONQ_F","3_2_F","26-40"
21010,"DK",0.1722113,"5","5","3",5,5,3,2,22,"PI","PI_C_M","5_5_M","14-25"
21052,"DK",0.30997086,"2","1","1",2,1,1,2,72,"ONQ","ONQ_ONQ_M","2_1_M",">65"
21109,"DK",0.2151854,"2","2","5",2,2,5,1,33,"PI","PI_C_F","2_5_F","26-40"
21117,"DK",0.16466354,"5","3","3",5,3,3,2,45,"PI","PI_C_M","5_3_M","41-65"
21125,"DK",0.24064107,"3","1","2",3,1,2,1,46,"PI","PI_C_F","3_2_F","41-65"
21133,"DK",0.29696026,"3","3","5",3,3,5,1,30,"OQ","OQ_PI_F","3_5_F","26-40"
21167,"DK",0.16466354,"5","3","2",5,3,2,2,50,"C","C_OQ_M","5_3_M","41-65"
21206,"DK",0.22642136,"3","2","2",3,2,2,2,54,"C","C_ONQ_M","3_2_M","41-65"
21214,"DK",0.1722113,"5","3","5",5,3,5,2,24,"C","C_OQ_M","5_3_M","14-25"
21222,"DK",0.22642136,"3","5","3",3,5,3,2,41,"PI","PI_C_M","3_5_M","41-65"
21248,"DK",0.30997086,"2","1","1",2,1,1,2,68,"ONQ","ONQ_OQ_M","2_1_M",">65"
21256,"DK",0.24064107,"3","2","2",3,2,2,1,53,"PI","PI_C_F","3_2_F","41-65"
21272,"DK",0.16466354,"5","3","3",5,3,3,2,42,"PI","PI_C_M","5_3_M","41-65"
21280,"DK",0.28954256,"2","2","2",2,2,2,1,65,"OQ","OQ_C_F","2_2_F","41-65"
21303,"DK",0.29696026,"3","3","2",3,3,2,1,32,"C","C_ONQ_F","3_2_F","26-40"
21337,"DK",0.18300885,"3","3","3",3,3,3,1,56,"OQ","OQ_PI_F","3_3_F","41-65"
21353,"DK",0.29696026,"3","3","3",3,3,3,1,30,"OQ","OQ_PI_F","3_3_F","26-40"
21379,"DK",0.16466354,"5","2","2",5,2,2,2,47,"C","C_PI_M","5_2_M","41-65"
21387,"DK",0.27710983,"2","3","2",2,3,2,2,42,"OQ","OQ_OQ_M","2_3_M","41-65"
21395,"DK",0.16466354,"5","5","3",5,5,3,2,41,"PI","PI_C_M","5_5_M","41-65"
21468,"DK",0.22642136,"3","3","2",3,3,2,2,53,"OQ","OQ_OQ_M","3_3_M","41-65"
21476,"DK",0.16466354,"5","3","2",5,3,2,2,42,"C","C_C_M","5_3_M","41-65"
21515,"DK",0.285869,"3","3","3",3,3,3,2,33,"OQ","OQ_C_M","3_3_M","26-40"
21581,"DK",0.29696026,"3","3","3",3,3,3,1,32,"PI","PI_PI_F","3_3_F","26-40"
21599,"DK",0.285869,"3","3","3",3,3,3,2,21,"PI","PI_C_M","3_3_M","14-25"
21604,"DK",0.22642136,"3","3","2",3,3,2,2,36,"C","C_OQ_M","3_3_M","26-40"
21620,"DK",0.285869,"3","3","3",3,3,3,2,31,"C","C_OQ_M","3_3_M","26-40"
21662,"DK",0.285869,"3","3","3",3,3,3,2,29,"C","C_OQ_M","3_3_M","26-40"
21670,"DK",0.30997086,"2","1","1",2,1,1,2,77,"OQ","OQ_ONQ_M","2_1_M",">65"
21696,"DK",0.22642136,"3","3","2",3,3,2,2,37,"OQ","OQ_OQ_M","3_3_M","26-40"
21719,"DK",0.24064107,"3","5","3",3,5,3,1,37,"C","C_OQ_F","3_3_F","26-40"
21727,"DK",0.2151854,"1","3","3",1,3,3,1,16,"ONQ","ONQ_PI_F","1_3_F","14-25"
21751,"DK",0.30997086,"2","3","1",2,3,1,2,87,"OQ","OQ_OQ_M","2_3_M",">65"
21777,"DK",0.29696026,"3","3","2",3,3,2,1,30,"OQ","OQ_OQ_F","3_2_F","26-40"
21785,"DK",0.27710983,"2","1","1",2,1,1,2,53,"ONQ","ONQ_ONQ_M","2_1_M","41-65"
21793,"DK",0.22642136,"3","5","3",3,5,3,2,42,"C","C_C_M","3_5_M","41-65"
21816,"DK",0.22730877,"5","3","3",5,3,3,2,59,"PI","PI_OQ_M","5_3_M","41-65"
21824,"DK",0.30997086,"2","3","2",2,3,2,2,61,"OQ","OQ_OQ_M","2_3_M","41-65"
21858,"DK",0.285869,"3","3","5",3,3,5,2,20,"C","C_C_M","3_3_M","14-25"
21866,"DK",0.28954256,"2","2","2",2,2,2,1,57,"ONQ","ONQ_ONQ_F","2_2_F","41-65"
21905,"DK",0.24064107,"3","3","3",3,3,3,1,41,"OQ","OQ_PI_F","3_3_F","41-65"
21913,"DK",0.24064107,"3","2","2",3,2,2,1,49,"C","C_OQ_F","3_2_F","41-65"
21955,"DK",0.21822676,"2","1","1",2,1,1,2,29,"OQ","OQ_OQ_M","2_1_M","26-40"
21963,"DK",0.30997086,"1","1","1",1,1,1,2,86,"OQ","OQ_OQ_M","1_1_M",">65"
21971,"DK",0.22627954,"3","3","1",3,3,1,2,59,"OQ","OQ_OQ_M","3_3_M","41-65"
21989,"DK",0.285869,"3","5","5",3,5,5,2,19,"OQ","OQ_PI_M","3_5_M","14-25"
21997,"DK",0.22642136,"3","3","3",3,3,3,2,37,"C","C_PI_M","3_3_M","26-40"
22008,"DK",0.22642136,"3","5","5",3,5,5,2,42,"OQ","OQ_C_M","3_5_M","41-65"
22024,"DK",0.21822676,"2","2","3",2,2,3,2,19,"OQ","OQ_OQ_M","2_2_M","14-25"
22105,"DK",0.22642136,"3","3","3",3,3,3,2,48,"C","C_C_M","3_3_M","41-65"
22113,"DK",0.24064107,"3","3","5",3,3,5,1,50,"OQ","OQ_PI_F","3_5_F","41-65"
22121,"DK",0.22730877,"5","1","2",5,1,2,2,72,"PI","PI_C_M","5_1_M",">65"
22139,"DK",0.1722113,"5","5","3",5,5,3,2,27,"C","C_C_M","5_5_M","26-40"
22147,"DK",0.16466354,"5","3","3",5,3,3,2,43,"PI","PI_C_M","5_3_M","41-65"
22155,"DK",0.16466354,"5","3","3",5,3,3,2,35,"C","C_C_M","5_3_M","26-40"
22228,"DK",0.27710983,"2","3","2",2,3,2,2,47,"PI","PI_OQ_M","2_3_M","41-65"
22236,"DK",0.29696026,"3","3","3",3,3,3,1,33,"OQ","OQ_OQ_F","3_3_F","26-40"
22244,"DK",0.22642136,"3","2","2",3,2,2,2,37,"OQ","OQ_C_M","3_2_M","26-40"
22278,"DK",0.21822676,"2","3","5",2,3,5,2,18,"ONQ","ONQ_OQ_M","2_3_M","14-25"
22309,"DK",0.29696026,"3","3","5",3,3,5,1,22,"OQ","OQ_C_F","3_5_F","14-25"
22317,"DK",0.16466354,"5","5","2",5,5,2,2,43,"PI","PI_OQ_M","5_5_M","41-65"
22325,"DK",0.2151854,"2","3","3",2,3,3,1,17,"ONQ","ONQ_PI_F","2_3_F","14-25"
22341,"DK",0.285869,"3","5","2",3,5,2,2,32,"OQ","OQ_OQ_M","3_5_M","26-40"
22375,"DK",0.285869,"3","1","2",3,1,2,2,32,"OQ","OQ_ONQ_M","3_1_M","26-40"
22391,"DK",0.16466354,"5","2","2",5,2,2,2,54,"OQ","OQ_C_M","5_2_M","41-65"
22406,"DK",0.22730877,"5","3","2",5,3,2,2,69,"PI","PI_OQ_M","5_3_M",">65"
22464,"DK",0.22642136,"3","2","2",3,2,2,2,52,"OQ","OQ_C_M","3_2_M","41-65"
22480,"DK",0.22627954,"3","2","2",3,2,2,2,70,"OQ","OQ_C_M","3_2_M",">65"
22498,"DK",0.1722113,"5","5","5",5,5,5,2,24,"ONQ","ONQ_C_M","5_5_M","14-25"
22511,"DK",0.285869,"3","5","3",3,5,3,2,26,"ONQ","ONQ_PI_M","3_5_M","26-40"
22529,"DK",0.2151854,"2","5","3",2,5,3,1,18,"ONQ","ONQ_OQ_F","2_3_F","14-25"
22553,"DK",0.18300885,"3","2","2",3,2,2,1,58,"OQ","OQ_C_F","3_2_F","41-65"
22561,"DK",0.16466354,"5","5","3",5,5,3,2,35,"C","C_C_M","5_5_M","26-40"
22579,"DK",0.285869,"3","3","3",3,3,3,2,19,"C","C_OQ_M","3_3_M","14-25"
22587,"DK",0.22642136,"3","3","3",3,3,3,2,40,"OQ","OQ_OQ_M","3_3_M","26-40"
22600,"DK",0.2151854,"2","5","5",2,5,5,1,18,"OQ","OQ_C_F","2_5_F","14-25"
22626,"DK",0.22642136,"3","3","2",3,3,2,2,39,"OQ","OQ_C_M","3_3_M","26-40"
22634,"DK",0.28954256,"2","2","2",2,2,2,1,65,"C","C_C_F","2_2_F","41-65"
22642,"DK",0.285869,"3","3","3",3,3,3,2,27,"OQ","OQ_C_M","3_3_M","26-40"
22650,"DK",0.285869,"3","2","3",3,2,3,2,19,"OQ","OQ_ONQ_M","3_2_M","14-25"
22668,"DK",0.1722113,"5","2","2",5,2,2,2,31,"PI","PI_ONQ_M","5_2_M","26-40"
22676,"DK",0.285869,"3","3","2",3,3,2,2,30,"ONQ","ONQ_OQ_M","3_3_M","26-40"
22707,"DK",0.18300885,"3","3","3",3,3,3,1,60,"PI","PI_C_F","3_3_F","41-65"
22715,"DK",0.2151854,"2","5","3",2,5,3,1,16,"ONQ","ONQ_C_F","2_3_F","14-25"
22749,"DK",0.30997086,"2","1","1",2,1,1,2,65,"ONQ","ONQ_OQ_M","2_1_M","41-65"
22765,"DK",0.1722113,"5","3","5",5,3,5,2,30,"C","C_OQ_M","5_3_M","26-40"
22773,"DK",0.2151854,"2","3","3",2,3,3,1,25,"OQ","OQ_OQ_F","2_3_F","14-25"
22781,"DK",0.27710983,"2","1","1",2,1,1,2,39,"PI","PI_ONQ_M","2_1_M","26-40"
22820,"DK",0.21822676,"2","2","2",2,2,2,2,16,"OQ","OQ_PI_M","2_2_M","14-25"
22846,"DK",0.22642136,"3","3","1",3,3,1,2,45,"C","C_C_M","3_3_M","41-65"
22919,"DK",0.30997086,"2","2","2",2,2,2,2,66,"ONQ","ONQ_OQ_M","2_2_M",">65"
22927,"DK",0.22642136,"3","3","2",3,3,2,2,42,"OQ","OQ_C_M","3_3_M","41-65"
22943,"DK",0.22627954,"3","3","2",3,3,2,2,64,"OQ","OQ_C_M","3_3_M","41-65"
22951,"DK",0.29696026,"3","5","5",3,5,5,1,32,"PI","PI_PI_F","3_5_F","26-40"
22977,"DK",0.21822676,"2","3","3",2,3,3,2,19,"OQ","OQ_OQ_M","2_3_M","14-25"
22985,"DK",0.18300885,"3","2","3",3,2,3,1,70,"C","C_ONQ_F","3_3_F",">65"
23004,"DK",0.1809273,"5","2","2",5,2,2,1,38,"C","C_C_F","5_2_F","26-40"
23038,"DK",0.24064107,"3","3","5",3,3,5,1,51,"ONQ","ONQ_C_F","3_5_F","41-65"
23046,"DK",0.21822676,"2","3","2",2,3,2,2,28,"ONQ","ONQ_OQ_M","2_3_M","26-40"
23088,"DK",0.22627954,"3","3","2",3,3,2,2,75,"C","C_OQ_M","3_3_M",">65"
23101,"DK",0.2151854,"2","3","2",2,3,2,1,27,"ONQ","ONQ_ONQ_F","2_2_F","26-40"
23135,"DK",0.18300885,"3","3","2",3,3,2,1,58,"OQ","OQ_C_F","3_2_F","41-65"
23193,"DK",0.15948132,"5","3","2",5,3,2,1,32,"C","C_PI_F","5_2_F","26-40"
23208,"DK",0.285869,"3","3","5",3,3,5,2,21,"C","C_OQ_M","3_3_M","14-25"
23216,"DK",0.1722113,"5","3","2",5,3,2,2,33,"C","C_OQ_M","5_3_M","26-40"
23224,"DK",0.16466354,"5","5","3",5,5,3,2,40,"PI","PI_OQ_M","5_5_M","26-40"
23258,"DK",0.2151854,"2","3","3",2,3,3,1,17,"ONQ","ONQ_C_F","2_3_F","14-25"
23266,"DK",0.30997086,"2","1","1",2,1,1,2,75,"ONQ","ONQ_PI_M","2_1_M",">65"
23282,"DK",0.30997086,"2","2","2",2,2,2,2,75,"ONQ","ONQ_C_M","2_2_M",">65"
23290,"DK",0.1809273,"5","2","2",5,2,2,1,43,"PI","PI_OQ_F","5_2_F","41-65"
23305,"DK",0.22730877,"5","2","2",5,2,2,2,62,"C","C_OQ_M","5_2_M","41-65"
23313,"DK",0.27710983,"2","1","1",2,1,1,2,46,"ONQ","ONQ_OQ_M","2_1_M","41-65"
23339,"DK",0.16466354,"5","2","3",5,2,3,2,37,"C","C_OQ_M","5_2_M","26-40"
23371,"DK",0.285869,"3","3","5",3,3,5,2,32,"OQ","OQ_OQ_M","3_3_M","26-40"
23389,"DK",0.18300885,"3","2","2",3,2,2,1,59,"PI","PI_OQ_F","3_2_F","41-65"
23444,"DK",0.2151854,"2","5","5",2,5,5,1,18,"PI","PI_C_F","2_5_F","14-25"
23452,"DK",0.285869,"3","5","5",3,5,5,2,26,"OQ","OQ_C_M","3_5_M","26-40"
23460,"DK",0.22627954,"3","3","2",3,3,2,2,83,"PI","PI_PI_M","3_3_M",">65"
23494,"DK",0.18300885,"3","2","2",3,2,2,1,61,"C","C_OQ_F","3_2_F","41-65"
23525,"DK",0.2344188,"5","3","5",5,3,5,1,51,"C","C_OQ_F","5_5_F","41-65"
23575,"DK",0.21334662,"5","5","5",5,5,5,2,45,"PI","PI_C_M","5_5_M","41-65"
23583,"DK",0.27880538,"2","3","3",2,3,3,1,22,"OQ","OQ_ONQ_F","2_3_F","14-25"
23591,"DK",0.37038672,"3","5","5",3,5,5,2,19,"ONQ","ONQ_C_M","3_5_M","14-25"
23606,"DK",0.27880538,"2","3","2",2,3,2,1,34,"C","C_ONQ_F","2_2_F","26-40"
23622,"DK",0.37038672,"3","5","3",3,5,3,2,24,"OQ","OQ_OQ_M","3_5_M","14-25"
23630,"DK",0.37038672,"3","5","5",3,5,5,2,25,"ONQ","ONQ_C_M","3_5_M","14-25"
23648,"DK",0.20663227,"5","5","2",5,5,2,1,30,"PI","PI_PI_F","5_2_F","26-40"
23664,"DK",0.37038672,"3","5","3",3,5,3,2,25,"PI","PI_C_M","3_5_M","14-25"
23672,"DK",0.37038672,"3","3","3",3,3,3,2,24,"OQ","OQ_OQ_M","3_3_M","14-25"
23680,"DK",0.37038672,"3","2","2",3,2,2,2,24,"OQ","OQ_OQ_M","3_2_M","14-25"
23703,"DK",0.31178707,"3","2","2",3,2,2,1,46,"C","C_OQ_F","3_2_F","41-65"
23737,"DK",0.21334662,"5","3","2",5,3,2,2,46,"OQ","OQ_C_M","5_3_M","41-65"
23761,"DK",0.37038672,"3","5","5",3,5,5,2,23,"OQ","OQ_PI_M","3_5_M","14-25"
23787,"DK",0.2344188,"5","5","5",5,5,5,1,41,"C","C_C_F","5_5_F","41-65"
23795,"DK",0.20663227,"5","3","3",5,3,3,1,28,"OQ","OQ_PI_F","5_3_F","26-40"
23850,"DK",0.29317948,"3","2","2",3,2,2,2,87,"PI","PI_ONQ_M","3_2_M",">65"
23892,"DK",0.2344188,"5","3","1",5,3,1,1,44,"C","C_OQ_F","5_1_F","41-65"
23923,"DK",0.29336327,"3","1","2",3,1,2,2,37,"PI","PI_PI_M","3_1_M","26-40"
23949,"DK",0.2344188,"5","5","3",5,5,3,1,50,"ONQ","ONQ_PI_F","5_3_F","41-65"
23981,"DK",0.37038672,"3","5","5",3,5,5,2,23,"OQ","OQ_C_M","3_5_M","14-25"
24034,"DK",0.21334662,"5","5","5",5,5,5,2,38,"PI","PI_C_M","5_5_M","26-40"
24050,"DK",0.37038672,"3","5","5",3,5,5,2,25,"C","C_PI_M","3_5_M","14-25"
24084,"DK",0.40161428,"2","2","2",2,2,2,2,71,"ONQ","ONQ_C_M","2_2_M",">65"
24092,"DK",0.29317948,"3","2","2",3,2,2,2,55,"OQ","OQ_C_M","3_2_M","41-65"
24115,"DK",0.20238902,"5","3","2",5,3,2,1,56,"PI","PI_ONQ_F","5_2_F","41-65"
24123,"DK",0.29451302,"5","5","5",5,5,5,2,67,"PI","PI_C_M","5_5_M",">65"
24131,"DK",0.29317948,"3","3","2",3,3,2,2,65,"C","C_OQ_M","3_3_M","41-65"
24149,"DK",0.38475713,"3","3","3",3,3,3,1,31,"PI","PI_ONQ_F","3_3_F","26-40"
24157,"DK",0.2344188,"5","3","3",5,3,3,1,44,"C","C_PI_F","5_3_F","41-65"
24165,"DK",0.3757113,"1","3","3",1,3,3,1,47,"OQ","OQ_OQ_F","1_3_F","41-65"
24204,"DK",0.2827459,"2","3","3",2,3,3,2,19,"OQ","OQ_OQ_M","2_3_M","14-25"
24220,"DK",0.23711574,"3","3","1",3,3,1,1,68,"OQ","OQ_ONQ_F","3_1_F",">65"
24238,"DK",0.21334662,"5","1","1",5,1,1,2,54,"C","C_PI_M","5_1_M","41-65"
24246,"DK",0.35903788,"2","1","1",2,1,1,2,35,"C","C_PI_M","2_1_M","26-40"
24254,"DK",0.38475713,"3","3","3",3,3,3,1,30,"C","C_PI_F","3_3_F","26-40"
24262,"DK",0.31178707,"3","1","5",3,1,5,1,40,"OQ","OQ_ONQ_F","3_5_F","26-40"
24288,"DK",0.31178707,"3","3","2",3,3,2,1,48,"OQ","OQ_OQ_F","3_2_F","41-65"
24296,"DK",0.37038672,"3","2","2",3,2,2,2,22,"OQ","OQ_OQ_M","3_2_M","14-25"
24343,"DK",0.21334662,"5","3","3",5,3,3,2,47,"OQ","OQ_OQ_M","5_3_M","41-65"
24377,"DK",0.27880538,"2","5","3",2,5,3,1,19,"ONQ","ONQ_C_F","2_3_F","14-25"
24385,"DK",0.2231259,"5","5","5",5,5,5,2,31,"C","C_C_M","5_5_M","26-40"
24408,"DK",0.29336327,"3","5","2",3,5,2,2,47,"OQ","OQ_OQ_M","3_5_M","41-65"
24424,"DK",0.21334662,"5","2","3",5,2,3,2,41,"PI","PI_C_M","5_2_M","41-65"
24474,"DK",0.2344188,"5","3","2",5,3,2,1,38,"PI","PI_OQ_F","5_2_F","26-40"
24482,"DK",0.29451302,"5","2","2",5,2,2,2,56,"PI","PI_OQ_M","5_2_M","41-65"
24490,"DK",0.2344188,"5","3","2",5,3,2,1,52,"C","C_PI_F","5_2_F","41-65"
24521,"DK",0.21334662,"5","3","2",5,3,2,2,54,"PI","PI_OQ_M","5_3_M","41-65"
24597,"DK",0.20663227,"5","3","3",5,3,3,1,29,"PI","PI_PI_F","5_3_F","26-40"
24602,"DK",0.29317948,"3","3","2",3,3,2,2,74,"C","C_PI_M","3_3_M",">65"
24628,"DK",0.38475713,"3","5","3",3,5,3,1,25,"ONQ","ONQ_PI_F","3_3_F","14-25"
24636,"DK",0.2344188,"5","5","3",5,5,3,1,37,"PI","PI_C_F","5_3_F","26-40"
24686,"DK",0.29451302,"5","3","2",5,3,2,2,56,"C","C_OQ_M","5_3_M","41-65"
24741,"DK",0.21334662,"5","3","2",5,3,2,2,39,"C","C_C_M","5_3_M","26-40"
24759,"DK",0.38475713,"3","5","3",3,5,3,1,30,"OQ","OQ_PI_F","3_3_F","26-40"
24775,"DK",0.40161428,"2","2","2",2,2,2,2,72,"ONQ","ONQ_ONQ_M","2_2_M",">65"
24791,"DK",0.2344188,"5","2","2",5,2,2,1,45,"C","C_C_F","5_2_F","41-65"
24806,"DK",0.2231259,"5","2","3",5,2,3,2,27,"C","C_C_M","5_2_M","26-40"
24830,"DK",0.2827459,"1","3","3",1,3,3,2,16,"ONQ","ONQ_C_M","1_3_M","14-25"
24848,"DK",0.37038672,"3","3","2",3,3,2,2,32,"C","C_C_M","3_3_M","26-40"
24880,"DK",0.40161428,"2","3","2",2,3,2,2,67,"ONQ","ONQ_OQ_M","2_3_M",">65"
24911,"DK",0.35903788,"2","2","2",2,2,2,2,53,"OQ","OQ_OQ_M","2_2_M","41-65"
24937,"DK",0.29336327,"3","2","2",3,2,2,2,51,"OQ","OQ_C_M","3_2_M","41-65"
24961,"DK",0.2344188,"5","2","3",5,2,3,1,44,"ONQ","ONQ_C_F","5_3_F","41-65"
24987,"DK",0.29317948,"3","5","2",3,5,2,2,62,"OQ","OQ_OQ_M","3_5_M","41-65"
24995,"DK",0.21334662,"5","3","5",5,3,5,2,35,"C","C_OQ_M","5_3_M","26-40"
25014,"DK",0.29317948,"3","2","2",3,2,2,2,63,"PI","PI_OQ_M","3_2_M","41-65"
25022,"DK",0.21334662,"5","3","3",5,3,3,2,48,"PI","PI_OQ_M","5_3_M","41-65"
25048,"DK",0.2827459,"2","3","3",2,3,3,2,21,"OQ","OQ_OQ_M","2_3_M","14-25"
25098,"DK",0.21334662,"5","5","5",5,5,5,2,50,"C","C_C_M","5_5_M","41-65"
25129,"DK",0.37038672,"3","2","2",3,2,2,2,24,"PI","PI_OQ_M","3_2_M","14-25"
25145,"DK",0.29336327,"3","2","3",3,2,3,2,43,"OQ","OQ_OQ_M","3_2_M","41-65"
25161,"DK",0.23711574,"3","3","2",3,3,2,1,80,"OQ","OQ_OQ_F","3_2_F",">65"
